"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Lesotho","LSO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1230","1280","1310","1310","1380","1400","1490","1540","1520","1580","1630","1950","2000","2110","2130","2150","2220","2650","2760","2640","2730","2700","2640","2880","3050","3350","3290","2920","2920","2990","2720","2870",
"Late-demographic dividend","LTE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2808.90310520214","2919.71322836246","2987.8343995228","3170.76420459264","3348.20273731223","3580.62330277244","3797.59719236741","4020.64997693661","4112.36825621931","4311.71113135061","4689.03050193566","5001.93638186499","5359.64339396257","5827.80236015997","6446.6325115179","7131.63749362713","8146.49655315531","9190.18284060858","10120.8822510748","10466.6051518967","11348.7435012591","12377.8678808734","13252.7463083299","13937.1948731847","14499.9473526718","14492.0095810159","14935.9933578218","15785.3527092891","16955.9162156166","17955.054895945","18110.3146068749","20028.4048498847",
"Lithuania","LTU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5920","6320","6940","7590","7630","8290","9310","10370","11770","12730","14270","16150","18350","20070","18530","19970","22220","23930","26130","27850","27790","29820","32540","35250","37200","37760","41170",
"Luxembourg","LUX","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29850","33330","34070","35180","35450","37330","38620","41050","41490","45980","48760","49990","49410","48740","58380","62650","63160","72360","71210","55400","61410","65490","74230","72410","76490","69410","75120","82300","82820","77680","83230","",
"Latvia","LVA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5550","5840","6540","7110","7340","8030","9070","10100","11010","12030","13770","15460","17690","19320","18210","17880","19230","21140","22590","23850","24860","26680","28600","30380","31410","31470","33760",
"Macao SAR, China","MAC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26860","27850","31480","32910","34190","34920","34090","33860","31870","30410","31640","35530","38230","41710","50970","54610","59490","74890","68790","69560","84830","99750","109170","124040","125460","101680","101320","109460","116330","113540","69090","72940",
"St. Martin (French part)","MAF","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2500","2720","2690","2670","2990","2830","3220","3170","3410","3450","3540","3840","3980","4250","4540","4790","5240","5510","5880","6010","6240","6590","6560","6810","7010","7550","7590","7800","8140","8440","7880","8730",
"Monaco","MCO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3160","3270","3050","3030","3230","3600","4040","4470","5030","5590","5960","6180","6830","6230","6860","7390","8050","9170","9590","9790","11190","12320","13270","14290","13300","15810",
"Madagascar","MDG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1130","1060","1070","1090","1070","1080","1100","1120","1150","1180","1230","1300","1120","1220","1290","1340","1410","1510","1590","1490","1470","1480","1440","1440","1470","1450","1510","1500","1540","1590","1470","1570",
"Maldives","MDV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5780","6220","6690","7160","7580","7970","7850","8430","9530","10270","9060","11520","10750","11930","10940","11310","12300","12710","13630","15090","16100","16760","17470","18380","19300","13000","18770",
"Middle East & North Africa","MEA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7795.11937610165","8558.84428553027","8896.52234533142","9077.28483630179","9140.49878762793","9370.94681057008","9737.10613896563","10007.569551009","10481.9667001487","10581.3873481775","11259.2790893138","11509.8261718311","11576.0993428117","12117.0138007627","13200.1360119306","13889.6760615673","14890.0251459503","15810.0439218131","16386.5276112915","16128.1692097296","16671.2032339051","17266.186670458","17846.1398258371","17708.2823860674","17467.1443683795","15798.7416295682","15588.7081754575","16157.4062623396","16483.4748207611","16578.2727526789","16097.1381383556","",
"Mexico","MEX","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8080","8590","8960","8550","8980","8320","8920","9610","10050","10340","10970","11030","11080","11360","11980","12460","13690","14170","14870","14490","15280","16480","17050","17090","17850","18080","19090","19510","19900","19660","18540","19740",
"Marshall Islands","MHL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3430","2960","2810","2870","2900","3000","3240","3330","3350","3480","3740","3780","4050","3880","3980","4130","4180","4080","4500","4750","5460","5520","5800","6320","7280","7330","7410",
"Middle income","MIC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2590.17833465687","2698.92078623856","2776.9866711621","2878.29821765426","2981.91066265813","3123.10052732044","3302.03855482182","3470.19988270674","3486.88879265569","3623.29678060052","3866.58988085522","4062.86008417376","4271.00045550213","4563.31228291161","4982.72654029597","5434.98870659354","6074.54261798258","6716.40475679053","7232.14757842829","7433.28628856796","7992.80436390188","8575.94984016053","9098.01940851929","9489.71140796796","9812.31654976796","9878.42632141928","10189.9850529382","10703.5969216129","11363.9563539695","11866.2788538661","11693.6272758987","12833.3558228623",
"North Macedonia","MKD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5340","5230","4920","4750","4840","4910","5020","5150","5370","5620","6040","6010","6320","6520","7130","7710","8660","8910","10390","10930","11200","11480","11650","12430","13190","13450","14540","15090","16090","16660","16340","17410",
"Mali","MLI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","760","860","830","860","890","890","950","990","1050","1100","1090","1200","1200","1330","1350","1430","1490","1530","1590","1600","1660","1700","1640","1700","1800","1910","2050","2080","2170","2220","2150","2220",
"Malta","MLT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9540","10070","10530","11040","11570","13410","13950","14720","15100","16140","17670","18620","19750","20850","21460","21630","22370","23810","26110","25250","27240","28280","28800","30700","32560","35390","35830","39170","42220","43780","39920","45370",
"Myanmar","MMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","380","370","420","470","520","560","600","650","680","750","830","900","980","1130","1310","1440","1730","2040","2320","2580","2890","3200","3500","3740","3940","4030","3990","4200","4530","4860","5050","4310",
"Middle East & North Africa (excluding high income)","MNA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4569.06217426437","4924.63880607776","5162.3457729842","5263.09632328231","5323.05566342979","5459.33656301018","5789.36484506102","5999.06997231695","6365.95892596681","6623.37446282966","7087.46525622513","7348.22000474508","7550.52624697406","7710.17145328225","8374.89065281697","8750.19640785357","9397.57606361099","10151.8676942308","10546.7129337992","10607.9937472353","11016.6564026849","10974.5913543647","11202.1838651267","11020.9624730781","10742.4650467945","10103.0464115238","10201.2783150815","10476.726928988","10699.4522861569","10777.2779259485","10520.0265425721","11297.7610669218",
"Montenegro","MNE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6310","7110","7500","7770","8250","8410","10630","12600","14020","13050","13540","14580","14090","15160","15580","16690","18360","20090","21760","23330","20430","23770",
"Mongolia","MNG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3320","3130","2800","2700","2810","3030","3140","3280","3440","3560","3630","3800","4000","4300","4860","5250","5870","6510","7090","6880","7020","8260","9550","10080","10290","9870","9940","9830","11180","11550","11140","10950",
"Northern Mariana Islands","MNP","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","290","270","300","310","310","350","390","420","460","460","510","510","600","650","680","730","790","850","910","950","1020","1050","1090","1140","1280","1340","1250","1300","1320","1270","1320",
"Mauritania","MRT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2590","2650","2650","2740","2620","2860","3180","3020","3070","3150","2990","2880","3050","3250","3420","3720","4250","4210","4210","4190","4130","4210","4220","4440","4230","4180","4740","5180","5470","5670","5540","5750",
"Mauritius","MUS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4970","5360","5770","6120","6370","6740","7130","7620","8070","8310","9110","9610","9850","10480","11190","11680","12640","13930","14760","15030","16100","16920","17250","18300","18970","19880","21200","22390","23900","25260","21740","23380",
"Malawi","MWI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","650","710","650","720","660","790","860","890","910","930","950","900","910","950","1010","1040","1100","1200","1280","1350","1420","1470","1430","1520","1490","1390","1430","1430","1490","1560","1550","1610",
"Malaysia","MYS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6710","7330","7920","8710","9440","10320","11250","11870","10830","11180","11980","12110","12740","13580","14580","15600","16860","18160","18830","18480","19510","20800","21700","22190","23220","23510","24180","25200","26620","28090","26700","28150",
"North America","NAC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23099.2205412172","23545.8345217852","24516.7327231989","25322.6533966826","26638.9236129482","27812.7117763374","29204.6535255428","30810.2536930337","32362.7218296607","33961.9557131967","35998.3305033291","36895.0709955118","37618.3922077472","38956.885002402","41198.6209316354","43675.752352723","46199.0176842803","47390.0400357302","47554.978970637","46158.0194384656","48088.3507047997","49881.5728264648","51977.2194127479","53311.6597286407","55505.9533630238","56762.359617936","57573.7852184756","59828.4560256666","62570.9201585966","64328.9073742412","62347.0618595331","68545.9208933152",
"Namibia","NAM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3940","4340","4490","4370","4400","4640","4630","4770","4890","4870","5150","5180","5510","5970","6570","6670","7330","7660","7920","7860","8130","8690","9080","9840","10550","10770","10370","10150","10120","10180","9500","9850",
"New Caledonia","NCL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","740","740","740","740","740","750","750","750","820","810","790","840","870","870","880","940","990","1000","1060","1050","1110","1120","1190","1160","1190","1190","1180","1200","1280","1320","1230","1330",
"Nigeria","NGA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1940","1970","2030","1930","1920","1950","2030","2080","2080","2130","2070","2270","2570","2710","2960","3150","3570","3710","3920","4120","4380","4570","4660","4880","5240","5200","5050","4960","4970","5120","4940","5200",
"Nicaragua","NIC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1940","1760","1720","1740","1780","1960","2110","2230","2350","2520","2640","2730","2770","2870","3080","3300","3470","3710","3860","3690","3850","4120","4220","4350","4700","5030","5350","5610","5480","5370","5110","5800",
"Netherlands","NLD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19030","20080","20650","21410","22530","23790","24920","26270","27630","29670","32440","33020","34350","34510","36010","37110","41330","43920","45120","44120","45180","47250","48080","49910","49110","50330","51520","55510","58490","59250","58240","63370",
"Norway","NOR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17930","18950","20180","21080","22630","24050","26510","28310","27870","30290","36430","37780","38080","38810","42630","48320","54200","55760","61440","55680","58550","62670","65910","67670","67980","62880","61520","66400","72430","68860","65150","82840",
"Nepal","NPL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","830","890","920","950","1030","1060","1110","1160","1190","1240","1320","1390","1390","1450","1540","1630","1730","1830","1970","2060","2170","2280","2490","2670","2930","2970","2960","3530","3830","4130","4010","4230",
"Nauru","NRU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4730","5310","6140","7030","7980","8840","11780","14500","16680","17010","16410","17010","17960","19510","21820",
"New Zealand","NZL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14240","13590","13960","14820","15940","16790","17090","18000","18460","19350","20290","21370","22130","22830","23680","24020","25890","27270","27660","29420","29670","31220","31620","34810","35790","36240","38650","40630","40990","44430","43890","45440",
"OECD members","OED","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16510.6056325751","17163.1728179618","17796.3073012641","18250.6214825317","19074.7432487775","19807.177695484","20748.8273662398","21747.8051253809","22373.6266173618","23237.1165831924","24740.3179774548","25508.0040432901","26241.9763532098","26999.8142476956","28474.8138054022","29856.5627350797","31942.8514072256","33294.028367962","33995.4838405001","33150.5419960688","34597.2413825834","36127.2800251262","37244.4942631951","38490.0435393187","39696.1089626935","40740.7188605412","41999.7083882769","43681.274632504","45382.4141815531","46312.4591452143","45191.2455506771","48925.2037679674",
"Oman","OMN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25690","27070","28250","29410","30260","31960","32880","34830","35560","35460","38090","40130","39690","39750","41060","41950","45370","47780","50580","52350","50330","47580","47720","45810","42510","35400","32870","32880","33120","32880","32500","35120",
"Other small states","OSS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10376.5856931803","10974.5802738798","11434.1045380005","12035.0148926129","12937.16844429","13711.819470165","16053.4123067296","17806.7503709091","19136.8080368723","18789.2887840357","20175.8251639811","22204.3163925536","23622.4609788998","24074.8604257542","23844.7909262847","20587.1164436222","20027.0988805505","21452.7765413844","21842.6089275709","22372.1319602449","21307.9926815374","22528.4635880188",
"Pakistan","PAK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1980","2080","2240","2270","2330","2430","2510","2500","2510","2580","2660","2730","2760","2930","3170","3410","3650","3830","3890","3930","3970","4100","4140","4240","4410","4580","4650","4820","5160","5280","5180","5680",
"Panama","PAN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4880","5290","5800","6240","6480","6430","6850","7170","7580","7730","8050","8110","8480","8500","9120","9850","10830","12390","13610","13710","14040","16070","17490","19550","20970","23770","25910","28660","29650","30750","26050","29720",
"Peru","PER","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3150","3380","3350","3530","3950","4230","4400","4700","4700","4750","4890","4990","5260","5470","5720","6140","6620","7350","8190","8330","8950","9630","10010","10620","10890","11090","11440","11870","12360","12790","11480","12780",
"Philippines","PHL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2620","2670","2710","2780","2930","3060","3240","3440","3660","3730","3760","3890","4010","4200","4510","4800","5090","5460","5710","5840","6210","6450","6930","7330","7700","7940","8460","8880","9480","10010","8820","9210",
"Palau","PLW","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10750","11730","12330","11820","12490","13570","14230","15310","14990","13790","14260","15760","16630","16510","17700","19260","19570","18720","19350","19520","17140","15490",
"Papua New Guinea","PNG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1680","1840","1990","2330","2450","2360","2440","2340","2190","2170","2120","2070","2030","2000","2070","2230","2230","2450","2460","2520","2720","2660","2890","2880","3470","3640","3810","3890","3860","3940","3900","3870",
"Poland","POL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5860","5720","5920","6310","6870","7570","8220","8870","9420","9980","10630","11080","11770","12170","12930","13620","14760","16230","17920","18640","20200","21860","22690","23440","24350","25820","27070","28690","30680","32320","33140","36060",
"Pre-demographic dividend","PRE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1368.85611362192","1405.57263661165","1410.27745442959","1434.38218907809","1432.9059004134","1497.13172929772","1552.34493589446","1661.67108399711","1768.67775606203","1843.81039111011","1920.02780348821","2006.41159028238","2057.86658530653","1968.97751659289","2235.33091576222","2328.61593760987","2558.56184508339","2694.09861924984","2862.13112603319","2912.42686736962","3025.54128244774","3134.25354393581","3225.69733874735","3341.51447800852","3481.66130416084","3316.4684693867","3329.67403974536","3392.10665622734","3446.53716178615","3538.3944001099","3384.14934760519","3531.34872505035",
"Puerto Rico","PRI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9470","9950","10240","10820","11250","11820","12220","12950","13290","14410","15400","15830","16030","16480","18710","19190","19860","20720","20610","20150","20210","20840","21840","22320","22620","22900","23040","22940","23460","24410","23380","24760",
"Korea, Dem. People's Rep.","PRK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11770","12750","13260","13290","13610","14510","15010","15770","16640","17660","18570","19190","20050","20640","21210","22420","23980","24990","25770","25580","26390","26340","25810","27560","28150","28870","30840","32270","34080","35230","33640","35390",
"Paraguay","PRY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6240","6660","6660","6610","6460","6040","6140","6320","6160","6630","6940","7680","8620","9340","9240","10280","10910","10400","11500","11950","11980","12560","13150","13700","13770","13590","14600",
"West Bank and Gaza","PSE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2470","2600","2540","2860","3330","3570","3090","2710","2310","2610","3160","3590","3610","3800","4040","4200","4360","4780","5610","5810","6090","6680","7080","7250","7580","7660","6610","7370",
"Pacific island small states","PSS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2708.61624326977","2753.48885764355","2938.25808113387","3037.40561682116","3195.26290413292","3402.7325337771","3535.16767755376","3486.83379416725","3515.53023644462","3713.97842303149","3807.39172486494","3819.35125733626","3941.82265049025","4001.18367548892","4232.02409975633","4435.74399027415","4454.0207608732","4572.76372751783","4677.0319971248","4677.6263101009","4787.10480237224","4983.90533899507","5174.55182519562","5573.32334940936","6134.11365057711","6538.55265493754","6665.97197240888","6878.74923890988","7255.2997761174","7322.88148799075","6552.19565797659","6469.11019076459",
"Post-demographic dividend","PST","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17914.5036303423","18609.154739259","19242.8303622709","19717.4637681553","20611.8576387421","21448.258075863","22417.9918411476","23478.0643622806","24340.5478454305","25394.973449461","27080.5040758451","28062.689870075","28956.7602887258","29893.1833647045","31570.6225860671","33149.3241118517","35428.0499767859","36945.0783380875","37663.1669717694","36691.1586637728","38260.6064854808","39832.5736112061","41066.623698682","42483.2395948052","43717.2248689335","44778.4535436417","46133.6526759126","48086.2442743419","50105.2484395181","51373.4265049664","50071.4503537765","54195.925091709",
"French Polynesia","PYF","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81720","86080","88610","91970","102500","97690","115310","115220","117170","113680","128270","144820","152630","150400","136870","96610","84380","91940","91730","92300","91910","100450",
"Romania","ROU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5260","4800","4500","4670","4970","5390","5700","5510","5480","5530","5810","6480","7090","7380","8610","9320","11170","13010","16410","16420","17150","18570","19470","19390","20540","21400","23590","26560","29020","31610","32180","35260",
"Russian Federation","RUS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8010","7840","6800","6350","5710","5570","5440","5580","5230","5680","6650","7260","7880","8970","10010","11540","14480","16280","19600","18760","19860","22130","23560","25170","24910","23420","23460","25230","28120","29120","29230","32070",
"Rwanda","RWA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","550","540","570","520","310","510","490","500","530","560","610","670","750","760","820","910","1000","1080","1180","1230","1300","1400","1430","1480","1630","1730","1790","1870","2020","2210","2130","2410",
"South Asia","SAS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1260.87003933015","1299.26819713513","1375.62263744535","1437.84549050181","1523.40484013007","1628.91952321923","1736.82397435697","1796.11075881328","1877.49642123665","2011.62880030192","2095.09452606633","2197.84735461384","2272.66963391337","2440.84327383792","2651.88525623206","2892.3638770312","3159.63600519961","3436.2502974384","3559.60844565038","3773.40383339603","4032.48077494103","4270.67236216325","4588.14824204759","4769.74282835926","4948.07226923359","5161.72270509867","5437.86753405634","5780.53043823276","6222.61877278125","6509.18764086423","6161.10039398221","6854.80391279345",
"Saudi Arabia","SAU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33750","37880","38500","37960","37360","37530","37600","37630","38480","36750","38380","38010","36530","40350","43910","46440","47390","47900","50020","47610","48690","53390","55070","54340","54800","48320","45240","46510","47380","47310","46130","",
"Sudan","SDN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1400","1430","1570","1690","1750","1860","2010","2380","2450","2480","2590","2780","2900","3070","3220","3420","3620","3830","3900","3760","3680","4000","3710","3700","4460","4420","4720","4430","4200","4090","3860","3910",
"Senegal","SEN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1510","1560","1580","1580","1570","1660","1700","1740","1830","1920","1990","2080","2050","2170","2270","2390","2460","2530","2610","2610","2660","2660","2730","2730","2820","2940","3040","3170","3360","3480","3480","3760",
"Singapore","SGP","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23570","25140","27040","29420","33100","35340","36600","40050","38110","40400","43510","42820","44180","47480","51090","55490","62320","66980","65230","62780","74580","77300","78420","78530","81490","81040","83960","88110","88450","89630","86340","102450",
"Solomon Islands","SLB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1270","1340","1500","1580","1700","1840","1860","1810","1810","1750","1530","1410","1340","1440","1570","1700","1740","1760","1820","1850","2050","2140","2230","2450","2430","2420","2480","2570","2660","2700","2670","2680",
"Sierra Leone","SLE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","690","750","610","670","620","620","660","630","620","630","670","610","740","800","840","880","930","1080","1160","1180","1140","1180","1430","1710","1720","1530","1390","1560","1530","1700","1640","1750",
"El Salvador","SLV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2800","2880","3130","3350","3560","3770","3830","3980","4100","4180","4310","4430","4530","4650","4800","5090","5510","5760","6000","5830","6020","6340","6350","6650","7000","7350","7750","8140","8510","8930","8250","9420",
"San Marino","SMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53910","54920","57320","53680","",
"Somalia","SOM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","820","930","1080","1120","1050","1120","1180","1180","1240",
"Serbia","SRB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5720","6000","5530","6020","6490","7200","7600","8420","8970","9910","10890","12290","12350","12520","13210","13470","14060","14100","14230","14990","15540","16810","17800","18590","20670",
